No,Title,Author,Journal,Vol,No,Pages,Published_Year
190,低侵襲手術用サージェリレコーダの開発と動物実験による機能検証,"生田 幸士, 加藤 大香士, 大栄 広樹, 篠原 一彦",生体医工学,45,1,78-83,2007
191,人工視覚システム実現に向けた網膜電気刺激に対する神経節細胞応答の検証,"小山内 実, 北川 豊啓, 八木 哲也",生体医工学,45,1,63-69,2007
192,ストレインゲージプレチスモグラムを利用した血管壁インピーダンスの推定,"柴 建次, 寺尾 譲, 辻 敏夫, 吉栖 正生, 東 幸仁, 西岡 健司",生体医工学,45,1,55-62,2007
193,表面筋電図を用いた短期筋力トレーニング時における個人対応プログラムに向けた運動機能評価,"馬場 裕子, 木竜 徹, 山崎 健",生体医工学,45,1,48-54,2007
194,斜視鏡の光学特性を利用した小型内視鏡マニピュレータの開発,"谷口 和弘, 西川 敦, 養田 隆宏, 伊藤 嘉奈子, 関本 貢嗣, 安井 昌義, 瀧口 修司, 門田 守人, 宮崎 文夫",生体医工学,45,1,36-47,2007
195,MRA画像における脳血管名の自動対応付け手法の開発,"山内 将史, 内山 良一, 小椋 潤, 横山 龍二郎, 原 武史, 安藤 弘道, 山川 弘保, 岩間 亨, 星 博昭, 藤田 広志",生体医工学,45,1,27-35,2007
196,聴皮質の時空間的神経活動の状況依存的な可塑性,"船水 章大, 内原 匡信, 神崎 亮平, 高橋 宏知",生体医工学,45,1,17-26,2007
197,リレー随筆他,,生体医工学,45,1,134-136,2007
198,SDA法を用いた高齢者の姿勢制御能の評価,"山下 和彦, 野本 洋平, 梅沢 淳, 高野 千尋, 太田 裕治, 井野 秀一, 伊福部 達, 小山 裕徳, 川澄 正史",生体医工学,45,1,121-128,2007
199,刺激音の立ち上がりの変化が聴覚誘発脳磁界N1mに及ぼす影響の検討,"萬谷 惇, 中川 誠司, 小谷 賢太郎, 堀井 健",生体医工学,45,1,114-120,2007
200,凍結手術後温熱療法の基礎研究,"高橋 大志, 曽根 和哉, 中村 春樹, 吉井 孝博, 福本 一朗",生体医工学,45,1,11月16日,2007
201,反転を伴うトラッキング課題の学習過程と瞳孔反応,"小堀 聡, 阿部 陽祐",生体医工学,45,1,106-113,2007
202,臨床応用可能な脳低温療法のための表面冷却用水温自動制御装置の開発,"檮木 智彦, 若槻 琢也, 若松 秀俊",生体医工学,45,1,1月10日,2007
203,リレー随筆他,,生体医工学,45,2,185-187,2007
204,MRIによる小型受信コイルの位置姿勢計測法の開発と評価,"小野木 真哉, 廖 洪恩, 渡部 滋, 小林 英津子, 佐久間 一郎",生体医工学,45,2,177-184,2007
205,唾液アミラーゼ式交感神経モニタの基礎的性能,"山口 昌樹, 花輪 尚子, 吉田 博",生体医工学,45,2,161-168,2007
206,運動機能障害者の二次障害予防を目的とした足関節受動運動装置の開発,"鈴木 里江, 太田 裕治, 大塚 博, 内山 朋香, 高野 千尋, 中澤 公孝, 河島 則天",生体医工学,45,2,152-160,2007
207,リレー随筆他,,生体医工学,45,3,225-229,2007
208,無拘束生体計測による睡眠指標と睡眠段階の推定法,"栗原 陽介, 渡辺 嘉二郎, 田中 博",生体医工学,45,3,216-224,2007
209,ストレッチャー搬送時における患者の無拘束呼吸停止検出方法,"栗原 陽介, 松島 将人, 渡辺 嘉二郎, 大橋 久美子, 田中 博",生体医工学,45,3,208-215,2007
210,生体軟組織の弾性率分布イメージング,"山本 洋志郎, 秋山 庸子, 武田 真一, 泉 佳伸, 西嶋 茂宏",生体医工学,45,3,201-207,2007
211,脊柱の圧縮時における椎間板の変形挙動,"津田 貴, 内藤 敬太, 油川 修一, 村上 明, 宮田 寛",生体医工学,45,3,193-200,2007
212,リレー随筆他,,生体医工学,45,4,319-320,2007
213,Cycle-to-Cycle制御法に基づくファジィFES制御器による膝関節制御の実験的検討,"増子 知也, 渡邉 高志, Achmad ARIFIN, 吉澤 誠",生体医工学,45,4,313-318,2007
214,和音列の聴取に関わる内因性の要因による聴覚性脳磁界反応の変化,"玉城 祐二, 大塚 明香, 栗城 眞也",生体医工学,45,4,307-312,2007
215,イオン泳動効果のMRIテンソル表示,"疋島 啓吾, 本間 一弘, 早水 紀久子, 相原 雄一, 沼野 智一, 新田 尚隆, 八木 一夫",生体医工学,45,4,292-297,2007
216,角速度を用いた水平外乱刺激時の姿勢応答の計測,"飯島 賢一, 柳田 純一, 関根 正樹, 田村 俊世",生体医工学,45,4,285-291,2007
217,fMRI-MEG統合解析法：fMRI非捕捉信号源の干渉抑制による高精度・ロバスト化,"岡田 雄介, 大橋 俊平, 鄭 址旭, 濱田 昌司, 小林 哲生",生体医工学,45,4,275-284,2007
218,「生体医工学シンポジウム2007」特集論文に寄せて,栗城 眞也,生体医工学,45,4,274,2007
219,生体内で作る人工臓器ジェリーフィッシュ弁・弁葉,"岸 亜由美, 磯山 隆, 斎藤 逸郎, 河野 明正, 小野 俊哉, 杉野 礼佳, 光宗 倫彦, 山口 さち子, 時 偉, 井上 雄介, 中川 英元, 阿部 裕輔, 井街 宏, 野城 真理",生体医工学,45,4,267-273,2007
220,X線CT像における脊椎椎体部の骨密度の調査,"林 達郎, 周 向栄, 陳 華岳, 原 武史, 藤田 広志, 横山 龍二郎, 桐生 拓司, 星 博昭",生体医工学,45,4,256-266,2007
221,手先位置と上肢肢位範囲の関係：手先位置制御型訓練装置を用いたリハビリテーションへの応用を目指した数理的検討,"吉田 直樹, 白銀 暁, 井野 秀一, 伊福部 達",生体医工学,45,4,242-255,2007
222,反射型超音波変調スペックル光計測法,"笹倉 祐, 日坂 真樹",生体医工学,45,4,235-241,2007
223,適応ファジィ推論ニューラルネットワークを用いた視覚障害者用学習型位置情報提供システム,"小西 孝史, 前田 義信, 田野 英一, 牧野 秀夫",生体医工学,46,1,93-102,2008
224,記述言語を用いた細胞生理学実験シミュレーション手法,"嶋吉 隆夫, 天野 晃, 松田 哲也",生体医工学,46,1,77-84,2008
225,混合脂質膜の透過光スペクトル特性とその自己相関関数に基づく味識別,"向 恵一, 三澤 顕次, 北間 正崇, 山下 政司, 有澤 準二",生体医工学,46,1,69-76,2008
226,筋芽細胞の分化と細胞膜電位の変化,"大西 優貴, 川北 悠介, 山崎 健一, 藤里 俊哉, 宇戸 禎仁",生体医工学,46,1,64-68,2008
227,生体歩行計測に基づく足首駆動歩行シミュレーション,"秋元 俊成, 寺田 信幸, 松元 明弘",生体医工学,46,1,58-63,2008
228,関節軟骨・軟骨細胞のマイクロ・ナノバイオメカニクス,村上 輝夫,生体医工学,46,1,5月10日,2008
229,近赤外瞬時差分分光法による非観血的血糖計測のための多変量校正モデルの検討,"山越 康弘, 小川 充洋, 山越 健弘, 田村 俊世, 山越 憲一",生体医工学,46,1,49-57,2008
230,反射伝送方式を用いた生体信号伝送システムの開発,"榎本 康之, 本橋 信政, 京相 雅樹, 石島 正之",生体医工学,46,1,44-48,2008
231,パルス超音波変調による拡散光画像化法,"影井 健司, 鈴木 彰文, 藤井 麻美子, 中山 淑",生体医工学,46,1,37-43,2008
232,手指障害者のための非接触型入力インターフェースの開発,"比嘉 広樹, 堂上 高司",生体医工学,46,1,31-36,2008
233,骨組織における局所材料特性と力学機能,"松本 健志, 溝渕 亘祐, 内藤 尚, 田中 正夫",生体医工学,46,1,25-30,2008
234,生体由来スキャフォールドによる細口径血管の再建,高久田 和夫,生体医工学,46,1,22-24,2008
235,リレー随筆他,,生体医工学,46,1,126-127,2008
236,家族間での見守りのためのテレビ使用状態遠隔モニタリングシステムの開発,"松井 宏行, 中島 一樹, 佐々木 和男",生体医工学,46,1,117-125,2008
237,アクチンストレスファイバのマイクロ・ナノバイオメカニクス,"出口 真次, 佐藤 正明",生体医工学,46,1,11月15日,2008
238,足底圧プレートを用いた高齢者のバランス機能と歩行の特徴の抽出,"井上 裕美子, 大須賀 美恵子, 橋本 渉, 中泉 文孝",生体医工学,46,1,109-116,2008
239,複合音の時間特性による聴覚誘発MEG応答の変化,"鷲尾 大輔, 栗城 眞也",生体医工学,46,1,103-108,2008
240,マイクロ・ナノバイオメカニクスの開拓,和田 仁,生体医工学,46,1,1月4日,2008
241,リレー随筆他,,生体医工学,46,2,289-290,2008
242,高齢者に対応した歩数カウントアルゴリズムの開発,"堀田 庸介, 関根 正樹, 田村 俊世, 桑江 豊, 東 祐二, 藤元 登四郎, 大島 秀武, 志賀 利一",生体医工学,46,2,283-288,2008
243,超音波定在波の印加による流路中のマイクロカプセルの局所的濃度制御とその観測,"桝田 晃司, 村松 悠佑, 溝部 一行, 石原 謙",生体医工学,46,2,275-282,2008
244,格子状多点誘導表面筋電図に対する3次元テンプレート適用運動単位同定法,"服部 託夢, 佐藤 哲大, 湊 小太郎, 中村 英夫, 吉田 正樹",生体医工学,46,2,268-274,2008
245,衝撃波を用いた細胞への力学的刺激時の応力波解析,"石松 憲和, 山野井 一郎, 玉川 雅章, 高須 登実男",生体医工学,46,2,261-267,2008
246,眼電図を用いた随意性瞬目によるスイッチ操作の研究,"大矢 哲也, 山下 和彦, 小山 裕徳, 川澄 正史",生体医工学,46,2,254-260,2008
247,MR Phase-contrast画像からのひずみ算出に基づく心臓の捻転解析,"黒田 嘉宏, 堀尾 秀之, 増田 泰, 黒田 知宏, 大城 理, 和田 成生, 原口 亮, 中沢 一雄",生体医工学,46,2,246-253,2008
248,有限要素法解析に基づく経皮的PA信号検出器の高感度化に関する検討,"和田森 直, 石原 康利",生体医工学,46,2,238-245,2008
249,蚊の吸血ポンプ特性評価,"菊地 謙次, 寺田 信幸, 望月 修",生体医工学,46,2,232-237,2008
250,遺伝アルゴリズムを応用した人工股関節ステム形状の最適設計,"石田 敏真, 西村 生哉, 三田村 好矩, 谷野 弘昌, 伊藤 浩, 松野 丈夫",生体医工学,46,2,226-231,2008
251,容積補償型連続血圧測定のための加圧振動法によるサーボ制御目標値の短時間決定法,"澤野井 幸哉, 藤井 健司, 松村 直美, 藤田 麗二, 野川 雅道, 山越 健弘, 田中 志信, 山越 憲一",生体医工学,46,2,218-225,2008
252,瞳孔ゆらぎを指標とした覚醒度状態評価,"西山 潤平, 谷田 公二, 楠見 昌司, 平田 豊",生体医工学,46,2,212-217,2008
253,Transient型VEPを用いた脳波入力インタフェースの研究,"吉村 奈津江, 板倉 直明",生体医工学,46,2,202-211,2008
254,携帯電話電波が植込み型心臓ペースメーカに及ぼす影響の確率的評価,"鈴木 恭宜, 大下 浩二郎, 垂澤 芳明, 野島 俊雄, 豊島 健, 藤本 裕",生体医工学,46,2,189-201,2008
255,化学反応速度論的数理モデルを用いた血小板凝集の定量化,"廣野 泰亮, 大川 晋平, 山田 幸生",生体医工学,46,2,177-188,2008
256,睡眠関連ホルモンの計測,田ヶ谷 浩邦,生体医工学,46,2,169-176,2008
257,長時間行動・体温モニタリング,白川 修一郎,生体医工学,46,2,160-168,2008
258,24時間の自律神経活動リズム,清水 徹男,生体医工学,46,2,154-159,2008
259,睡眠中の酸素飽和度モニタリング,"長谷川 誠, 佐藤 光生",生体医工学,46,2,149-153,2008
260,睡眠脳波と事象関連電位,"榎本 みのり, 有竹 清夏, 松浦 雅人",生体医工学,46,2,144-148,2008
261,終夜睡眠ポリグラフィ,"野田 明子, 古池 保雄",生体医工学,46,2,134-143,2008
262,特集にあたって,松浦 雅人,生体医工学,46,2,133,2008
263,リレー随筆他,,生体医工学,46,3,390-391,2008
264,EMGを用いたガン骨転移患者の寝返り支援機器の開発 (第一報) 入力信号としての寝返り時のEMG信号解析,"安藤 健, 岡本 淳, 藤江 正克",生体医工学,46,3,383-389,2008
265,ブタ黄色靱帯を用いた硬膜外麻酔針の穿刺抵抗の分析,"苗村 潔, 齋藤 英也",生体医工学,46,3,377-382,2008
266,予防医療情報としての生体情報の評価法?生活習慣病への応用?,"土井 正裕, 並木 幸久, 設楽 佳世, 塚本 拓也, 甲斐 昌一",生体医工学,46,3,367-376,2008
267,生体医工学の統合化へ,國本 桂史,生体医工学,46,3,364-366,2008
268,ME産業再活性化に必要なValue評価とRisk挑戦,田倉 智之,生体医工学,46,3,354-363,2008
269,日本のME開発や産業化を阻んでいる問題点II,匿名C,生体医工学,46,3,352-353,2008
270,日本のME開発や産業化を拒んでいる問題点I,匿名B,生体医工学,46,3,348-351,2008
271,生体医工学への提言,才賀 貞義,生体医工学,46,3,344-347,2008
272,世の中はME機器に何を求めているか,小林 聡,生体医工学,46,3,342-343,2008
273,我が国の医療技術の発展のための短期的対策と長期的取り組み,鎮西 清行,生体医工学,46,3,338-341,2008
274,医療機器産業活性化のための課題と学側からの取組みについて,佐久間 一郎,生体医工学,46,3,335-337,2008
275,21世紀の先端生命医科学を牽引する医工連携,岡野 光夫,生体医工学,46,3,333-334,2008
276,産業再活性化に向けて (マイクロセンサや低侵襲医療ツールの研究経験から),江刺 正喜,生体医工学,46,3,330-332,2008
277,日本医療機器産業の活性化のために,匿名A,生体医工学,46,3,328-329,2008
278,ME産業を日本のエンジン産業に：産学官連携によるイノベーションで匠の技を産業に！,森下 竜一,生体医工学,46,3,325-327,2008
279,日本のME産業発展における問題点と解決策,橋爪 誠,生体医工学,46,3,322-324,2008
280,日本経済の将来を支える治療用医療機器産業の現況と将来「グローバルな立場にたって」,能勢 之彦,生体医工学,46,3,314-321,2008
281,鳥から見た医工学と，虫から見た医工学,富田 直秀,生体医工学,46,3,309-313,2008
